country,country_code,year,gdp_per_capita_usd,household_consumption_usd,inflation_pct,internet_users_pct,population,urban_population_pct,population_score,gdp_per_capita_usd_score,urban_population_pct_score,internet_users_pct_score,household_consumption_usd_score,inflation_risk_score,macro_potential_score,macro_score_year
Singapore,SGP,2018,66881.60670352653,130381764506.14674,0.4387842151296228,88.1656360313447,5638676.0,100.0,0.0,1.0,1.0,0.8815566070253662,0.0,0.6891923045161108,0.5951248185902461,2024
Singapore,SGP,2019,65952.03789592929,134113863643.36096,0.5678299884054472,88.9492526850762,5703569.0,100.0,0.0,1.0,1.0,0.8815566070253662,0.0,0.6891923045161108,0.5951248185902461,2024
Singapore,SGP,2020,61410.079263078835,112039279807.38428,-0.1721118659253825,92.00434653,5685807.0,100.0,0.0,1.0,1.0,0.8815566070253662,0.0,0.6891923045161108,0.5951248185902461,2024
Singapore,SGP,2021,80056.12882478436,125380670987.2771,2.316103157651459,96.92468156,5453566.0,100.0,0.0,1.0,1.0,0.8815566070253662,0.0,0.6891923045161108,0.5951248185902461,2024
Singapore,SGP,2022,90299.0694637269,142475739246.67813,6.130954189197321,95.95386476,5637022.0,100.0,0.0,1.0,1.0,0.8815566070253662,0.0,0.6891923045161108,0.5951248185902461,2024
Singapore,SGP,2023,85412.23034523505,159663590183.5538,4.833723628257976,94.28518987,5917648.0,100.0,0.0,1.0,1.0,0.8815566070253662,0.0,0.6891923045161108,0.5951248185902461,2024
Singapore,SGP,2024,90674.066632628,172365448241.43692,2.389511235950172,94.37757178,6036860.0,100.0,0.0,1.0,1.0,0.8815566070253662,0.0,0.6891923045161108,0.5951248185902461,2024
United States,USA,2014,54973.42075157123,11874450000000.0,1.622222977408174,73.0,319257560.0,80.6242231779766,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
United States,USA,2015,56572.91889960634,12297438000000.0,0.1186271355524506,74.5542024462761,321815121.0,80.5707989535091,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
United States,USA,2016,57638.10183671918,12726849000000.0,1.261583205705358,85.5444212887222,324353340.0,80.4976645324131,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
United States,USA,2017,59635.098439796486,13290626000000.0,2.130110003659612,87.2748891687657,326608609.0,80.4018678392891,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
United States,USA,2018,62499.87443900675,13934442000000.0,2.442583296928166,88.498903165152,328529577.0,80.2804567987377,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
United States,USA,2019,64746.45067788634,14417614000000.0,1.812210075260205,89.4302848575712,330226227.0,80.1304793353594,1.0,0.9291719918646753,0.6768778584836924,0.891837972714224,1.0,0.3758088078678474,0.8122827718217399,2024
